customer_id,age,country,acquisition_channel,cac,initial_plan,tenure_months,avg_logins_3m,avg_sessions_3m,avg_session_duration_3m,avg_features_used_3m,engagement_score_latest,payment_failures,payment_success_rate,total_support_tickets,churned,ltv
C000068,28,UK,Affiliate,26.18,Premium,10,9.666666666666666,27.0,15.443333333333333,4.666666666666667,0.559,0,1.0,0,1,399.9
C000069,44,Australia,Organic,13.59,Premium,9,17.0,19.0,14.72,3.6666666666666665,0.46,1,0.8888888888888888,0,1,299.92
C000070,42,US,Social Media,37.96,Standard,27,34.666666666666664,27.0,24.436666666666667,9.333333333333334,0.837,1,0.9629629629629629,3,0,519.74
C000071,40,Canada,Paid Search,63.97,Premium,1,9.0,6.0,6.4,1.0,0.217,0,1.0,1,1,39.99
C000072,39,Canada,Paid Search,51.66,Basic,6,5.666666666666667,7.0,6.733333333333333,1.3333333333333333,0.173,2,0.6666666666666666,0,1,39.96
C000073,61,France,Social Media,47.56,Standard,26,24.333333333333332,30.0,19.203333333333333,6.666666666666667,0.772,0,1.0,1,0,519.74
C000074,29,France,Organic,12.31,Premium,1,11.0,9.0,10.26,1.0,0.316,0,1.0,0,1,39.99
C000075,64,Canada,Organic,12.17,Basic,4,3.6666666666666665,5.0,4.72,1.3333333333333333,0.193,0,1.0,3,1,69.96
C000076,54,UK,Email,59.37,Basic,1,6.0,4.0,7.85,2.0,0.176,0,1.0,1,1,9.99
C000077,52,Australia,Organic,24.18,Basic,2,14.0,10.0,8.01,1.5,0.377,0,1.0,0,1,19.98
C000078,60,Canada,Paid Search,75.5,Basic,11,17.333333333333332,20.333333333333332,17.819999999999997,4.333333333333333,0.515,1,0.9090909090909091,1,1,149.9
C000079,37,France,Social Media,63.17,Basic,8,23.333333333333332,23.333333333333332,19.36666666666667,7.333333333333333,0.785,0,1.0,1,1,79.92
C000080,36,France,Affiliate,36.34,Basic,7,9.333333333333334,18.666666666666668,8.296666666666667,4.0,0.372,0,1.0,0,1,69.93
C000081,61,Australia,Paid Search,79.43,Premium,7,18.333333333333332,18.0,13.686666666666667,3.6666666666666665,0.45,1,0.8571428571428571,1,1,239.94
C000082,18,Canada,Email,42.76,Basic,2,3.0,6.0,2.1,0.5,0.111,0,1.0,1,1,19.98
C000083,59,Canada,Paid Search,80.09,Standard,6,13.0,21.333333333333332,16.63,3.0,0.433,0,1.0,0,1,119.94
C000084,48,Australia,Referral,37.69,Basic,5,7.666666666666667,11.0,9.823333333333332,1.6666666666666667,0.264,0,1.0,0,0,49.95
C000085,58,France,Affiliate,23.39,Standard,2,12.0,12.5,9.09,2.5,0.417,0,1.0,0,0,39.98
C000086,61,Canada,Organic,26.37,Standard,3,3.3333333333333335,4.0,3.3433333333333333,0.6666666666666666,0.129,0,1.0,0,1,59.97
C000087,48,France,Paid Search,60.31,Basic,1,6.0,8.0,5.0,1.0,0.147,0,1.0,0,1,9.99
C000088,30,Australia,Referral,36.58,Standard,1,13.0,18.0,16.3,5.0,0.387,0,1.0,1,1,19.99
C000089,62,US,Referral,35.99,Basic,3,9.333333333333334,13.333333333333334,10.99,2.0,0.29,1,0.6666666666666666,0,1,19.98
C000090,62,France,Referral,28.75,Standard,26,23.666666666666668,29.333333333333332,29.13,7.666666666666667,1.0,1,0.9615384615384616,2,0,499.75
C000091,25,Germany,Organic,21.15,Premium,2,16.0,22.5,20.04,3.5,0.58,0,1.0,0,1,79.98
C000092,56,Canada,Referral,46.7,Premium,1,13.0,6.0,5.9,2.0,0.3,0,1.0,0,1,39.99
C000093,45,France,Email,52.6,Premium,2,9.0,10.0,7.07,2.5,0.35,0,1.0,0,0,79.98
C000094,34,UK,Paid Search,102.06,Basic,4,12.333333333333334,18.666666666666668,10.93,2.0,0.425,0,1.0,0,1,39.96
C000095,58,UK,Social Media,68.29,Standard,7,16.333333333333332,21.666666666666668,16.356666666666666,3.6666666666666665,0.453,0,1.0,1,0,139.93
C000096,35,Canada,Referral,23.1,Basic,19,20.666666666666668,18.333333333333332,18.476666666666663,3.0,0.423,0,1.0,2,0,349.81
C000097,42,Australia,Email,23.22,Basic,20,13.666666666666666,18.0,14.613333333333335,2.3333333333333335,0.541,0,1.0,3,0,289.8
C000098,39,France,Affiliate,28.56,Basic,8,12.666666666666666,16.333333333333332,12.996666666666664,3.6666666666666665,0.453,0,1.0,0,1,79.92
C000099,42,France,Referral,22.49,Standard,27,33.666666666666664,25.666666666666668,32.72666666666667,9.0,0.861,0,1.0,2,1,539.73
C000100,40,Canada,Email,35.22,Basic,13,19.333333333333332,23.0,20.496666666666666,5.333333333333333,0.63,1,0.9230769230769231,1,0,119.88
C000101,56,UK,Referral,41.53,Standard,2,13.0,13.5,14.18,4.0,0.38,0,1.0,1,1,39.98
C000102,42,Canada,Paid Search,69.11,Basic,4,10.666666666666666,18.666666666666668,12.463333333333333,4.666666666666667,0.552,0,1.0,1,1,39.96
C000103,47,UK,Affiliate,51.93,Standard,1,9.0,17.0,16.43,3.0,0.448,1,0.0,0,1,0.0
C000104,54,Australia,Email,21.08,Basic,3,3.6666666666666665,5.333333333333333,5.3933333333333335,0.3333333333333333,0.143,0,1.0,1,0,39.97
C000105,47,UK,Organic,22.85,Basic,24,18.0,34.0,15.416666666666664,7.0,0.672,0,1.0,2,0,359.76
C000106,38,Canada,Social Media,48.96,Basic,27,19.0,33.666666666666664,21.18,4.333333333333333,0.816,1,0.9629629629629629,3,0,359.74
C000107,34,US,Social Media,67.6,Standard,1,2.0,5.0,3.64,0.0,0.102,0,1.0,0,0,19.99
C000108,40,UK,Organic,24.98,Basic,2,8.0,10.5,6.07,2.0,0.256,0,1.0,0,1,19.98
C000109,19,UK,Organic,25.62,Standard,7,9.333333333333334,21.0,9.666666666666666,6.0,0.452,1,0.8571428571428571,0,1,119.94
C000110,48,Australia,Organic,22.43,Basic,1,5.0,5.0,6.26,2.0,0.228,0,1.0,0,1,9.99
C000111,34,Canada,Email,57.91,Basic,26,26.333333333333332,40.333333333333336,20.366666666666664,6.666666666666667,0.729,0,1.0,5,0,259.74
C000112,25,UK,Email,44.29,Standard,7,17.666666666666668,24.333333333333332,10.51,4.666666666666667,0.457,0,1.0,0,0,139.93
C000113,54,Australia,Organic,21.57,Premium,3,8.666666666666666,8.333333333333334,14.096666666666666,3.0,0.323,0,1.0,0,0,119.97
C000114,55,Australia,Referral,57.66,Basic,9,7.666666666666667,21.333333333333332,8.28,3.0,0.484,0,1.0,0,1,89.91
C000115,61,France,Paid Search,57.13,Standard,3,15.666666666666666,19.0,15.656666666666666,5.0,0.545,0,1.0,1,1,59.97
C000116,45,Australia,Email,51.31,Basic,1,8.0,11.0,17.05,4.0,0.382,0,1.0,0,1,9.99
C000117,44,Germany,Organic,20.12,Basic,4,8.333333333333334,11.333333333333334,12.729999999999999,2.3333333333333335,0.326,0,1.0,0,0,39.96
C000118,47,Australia,Referral,58.43,Standard,4,13.0,21.333333333333332,13.799999999999999,5.0,0.566,0,1.0,1,1,79.96
C000119,59,Canada,Referral,27.05,Standard,4,19.666666666666668,17.333333333333332,14.976666666666667,6.333333333333333,0.49,0,1.0,0,1,79.96
C000120,64,France,Email,50.99,Basic,1,1.0,5.0,1.78,0.0,0.113,0,1.0,0,1,9.99
C000121,23,Canada,Social Media,72.59,Standard,13,12.666666666666666,15.666666666666666,8.909999999999998,4.333333333333333,0.407,0,1.0,2,0,259.87
C000122,60,Germany,Paid Search,102.53,Standard,7,21.0,38.333333333333336,28.49666666666667,5.333333333333333,0.883,1,0.8571428571428571,0,1,119.94
C000123,49,UK,Organic,19.89,Basic,14,22.333333333333332,35.0,17.526666666666667,4.333333333333333,0.827,0,1.0,2,1,199.86
C000124,62,Canada,Social Media,47.02,Premium,3,11.0,24.0,15.916666666666666,4.666666666666667,0.538,0,1.0,0,1,119.97
C000125,33,Australia,Organic,20.33,Basic,1,8.0,10.0,13.46,3.0,0.435,0,1.0,0,1,9.99
C000126,48,Australia,Referral,42.21,Basic,2,16.0,22.5,17.455,5.5,0.626,0,1.0,1,1,19.98
C000127,32,Germany,Referral,51.72,Basic,2,16.5,25.0,18.515,5.0,0.574,0,1.0,0,1,19.98
C000128,53,France,Social Media,63.2,Basic,10,20.0,19.333333333333332,14.316666666666668,4.0,0.646,0,1.0,1,1,99.9
C000129,40,Australia,Referral,59.87,Standard,6,15.666666666666666,28.333333333333332,15.403333333333334,2.3333333333333335,0.721,1,0.8333333333333334,0,1,99.95
C000130,64,UK,Social Media,45.33,Basic,30,22.0,32.0,17.823333333333334,9.666666666666666,0.683,0,1.0,0,0,299.7
C000131,62,UK,Organic,24.86,Premium,9,18.0,15.333333333333334,10.966666666666669,3.0,0.535,0,1.0,2,1,359.91
C000132,55,France,Paid Search,101.7,Basic,12,17.666666666666668,20.666666666666668,7.62,5.666666666666667,0.708,0,1.0,1,1,119.88
C000133,36,UK,Social Media,79.03,Standard,8,15.333333333333334,17.666666666666668,18.396666666666665,1.3333333333333333,0.497,0,1.0,1,1,159.92
C000134,26,Canada,Paid Search,71.16,Standard,3,16.333333333333332,18.666666666666668,13.236666666666665,1.6666666666666667,0.46,0,1.0,0,1,59.97
C000135,26,Australia,Organic,21.07,Standard,1,9.0,17.0,4.55,4.0,0.344,0,1.0,0,1,19.99
C000136,48,Germany,Organic,27.45,Standard,1,12.0,14.0,19.98,2.0,0.696,0,1.0,0,1,19.99
C000137,48,US,Social Media,39.22,Basic,1,5.0,7.0,2.44,1.0,0.133,0,1.0,0,1,9.99
C000138,61,US,Referral,39.67,Standard,1,10.0,17.0,6.02,3.0,0.506,0,1.0,1,1,19.99
C000139,23,UK,Paid Search,106.78,Premium,1,6.0,13.0,16.98,5.0,0.404,0,1.0,1,1,39.99
C000140,57,UK,Email,50.58,Standard,14,18.666666666666668,22.333333333333332,13.486666666666665,3.3333333333333335,0.451,1,0.9285714285714286,0,1,259.87
C000141,55,Germany,Referral,38.02,Basic,2,11.0,14.0,4.585,2.5,0.283,0,1.0,0,1,19.98
C000142,65,US,Email,44.84,Standard,13,11.666666666666666,19.333333333333332,18.833333333333332,3.0,0.564,0,1.0,2,1,259.87
C000143,28,UK,Affiliate,28.44,Standard,11,23.0,33.0,25.613333333333333,10.333333333333334,0.977,0,1.0,2,1,219.89
C000144,46,Australia,Email,23.0,Basic,2,13.5,19.0,10.495000000000001,5.5,0.409,0,1.0,0,1,19.98
C000145,63,Canada,Referral,31.65,Basic,5,20.333333333333332,33.333333333333336,18.573333333333334,7.333333333333333,0.701,0,1.0,1,1,49.95
C000146,58,France,Organic,23.75,Premium,4,12.333333333333334,17.333333333333332,10.62,5.333333333333333,0.487,1,0.75,1,1,119.97
C000147,59,UK,Paid Search,79.76,Standard,1,22.0,20.0,5.79,2.0,0.532,0,1.0,0,1,19.99
C000148,37,France,Paid Search,55.0,Basic,1,4.0,4.0,6.18,0.0,0.166,0,1.0,0,1,9.99
C000149,37,Australia,Social Media,51.96,Basic,1,20.0,27.0,16.52,8.0,0.63,0,1.0,0,1,9.99
C000150,23,France,Social Media,55.02,Basic,2,4.5,7.0,3.775,2.0,0.146,0,1.0,0,1,19.98
C000151,19,US,Referral,49.38,Standard,2,10.5,11.5,8.975000000000001,1.5,0.307,0,1.0,1,1,39.98
C000152,19,Australia,Affiliate,53.44,Standard,2,3.5,4.5,2.42,0.5,0.113,0,1.0,0,1,39.98
C000153,48,France,Email,21.61,Standard,14,27.0,29.666666666666668,24.376666666666665,6.666666666666667,0.819,1,0.9285714285714286,2,1,259.87
C000154,55,Germany,Referral,56.64,Basic,9,23.333333333333332,15.666666666666666,20.810000000000002,5.666666666666667,0.702,0,1.0,0,1,129.91
C000155,44,Canada,Referral,58.76,Basic,34,33.666666666666664,35.0,22.853333333333335,7.333333333333333,0.93,0,1.0,3,0,379.66
C000156,44,Australia,Affiliate,24.18,Basic,2,14.5,18.5,8.52,4.0,0.467,0,1.0,0,1,19.98
C000157,53,US,Social Media,63.13,Basic,1,9.0,9.0,10.12,1.0,0.234,0,1.0,0,1,9.99
C000158,43,France,Organic,16.29,Basic,4,6.0,12.0,8.576666666666668,1.3333333333333333,0.245,0,1.0,1,1,39.96
C000159,21,UK,Affiliate,54.77,Basic,27,32.0,29.333333333333332,20.2,5.333333333333333,0.866,1,0.9629629629629629,1,0,369.74
C000160,46,US,Social Media,61.13,Basic,1,2.0,5.0,2.16,1.0,0.186,0,1.0,1,0,9.99
C000161,46,Australia,Social Media,57.46,Premium,27,29.0,20.0,11.386666666666665,6.666666666666667,0.668,1,0.9629629629629629,3,1,1039.74
C000162,33,Australia,Organic,10.58,Standard,14,27.0,25.0,25.723333333333333,7.666666666666667,0.743,0,1.0,2,1,279.86
C000163,23,UK,Social Media,57.54,Standard,6,14.333333333333334,23.0,18.326666666666668,7.333333333333333,0.48,0,1.0,0,1,119.94
C000164,27,Germany,Referral,57.88,Standard,1,5.0,7.0,6.24,1.0,0.215,0,1.0,0,1,19.99
C000165,48,Germany,Email,48.22,Basic,8,11.666666666666666,14.333333333333334,13.980000000000002,2.0,0.288,1,0.875,1,1,119.93
C000166,56,France,Referral,42.05,Basic,1,3.0,5.0,1.74,2.0,0.151,0,1.0,0,1,9.99
C000167,44,Canada,Organic,15.52,Standard,27,24.0,31.666666666666668,12.063333333333333,6.333333333333333,0.644,0,1.0,5,0,539.73
C000168,37,France,Social Media,71.03,Basic,8,10.0,16.0,13.32,4.333333333333333,0.512,0,1.0,1,0,79.92
C000169,52,Germany,Affiliate,39.59,Basic,10,24.666666666666668,34.0,28.28,9.666666666666666,0.824,1,0.9,0,1,89.91
C000170,47,Canada,Social Media,57.6,Standard,2,17.0,31.5,25.545,8.5,0.876,0,1.0,0,1,39.98
C000171,44,US,Affiliate,29.55,Basic,3,5.666666666666667,6.666666666666667,4.54,0.6666666666666666,0.172,0,1.0,2,0,29.97
C000172,42,Germany,Affiliate,38.92,Premium,1,32.0,53.0,32.85,10.0,1.0,1,0.0,0,1,0.0
C000173,20,UK,Affiliate,59.23,Basic,18,14.0,22.666666666666668,16.02,3.3333333333333335,0.539,0,1.0,0,1,279.82
C000174,46,US,Email,33.28,Basic,3,16.0,18.333333333333332,16.216666666666665,2.6666666666666665,0.431,0,1.0,1,1,29.97
C000175,59,UK,Referral,20.61,Basic,10,10.333333333333334,19.0,5.596666666666668,2.0,0.387,0,1.0,2,1,99.9
C000176,57,Australia,Referral,51.26,Basic,2,2.5,3.0,4.38,0.5,0.138,0,1.0,0,1,19.98
C000177,61,France,Affiliate,23.21,Basic,1,15.0,13.0,3.67,3.0,0.362,0,1.0,0,0,9.99
C000178,49,France,Social Media,61.34,Premium,3,3.3333333333333335,4.666666666666667,2.29,0.6666666666666666,0.142,0,1.0,0,1,119.97
C000179,36,UK,Email,22.74,Standard,10,19.0,32.333333333333336,16.353333333333335,9.333333333333334,0.875,0,1.0,1,1,199.9
C000180,63,US,Referral,59.13,Standard,4,15.0,25.0,24.189999999999998,4.0,0.712,0,1.0,0,1,79.96
C000181,20,Canada,Paid Search,98.58,Premium,1,5.0,9.0,4.84,2.0,0.163,0,1.0,0,0,39.99
C000182,33,France,Social Media,47.92,Basic,6,13.0,16.333333333333332,11.51,3.0,0.408,0,1.0,1,1,59.94
C000183,29,US,Email,47.27,Basic,17,15.666666666666666,12.666666666666666,9.853333333333333,4.666666666666667,0.437,0,1.0,2,0,209.83
C000184,55,UK,Referral,44.79,Basic,2,8.0,14.5,9.120000000000001,1.5,0.313,0,1.0,1,1,19.98
C000185,60,US,Referral,45.52,Basic,30,33.666666666666664,47.333333333333336,29.51,10.0,1.0,0,1.0,2,1,409.7
C000186,46,Canada,Social Media,63.88,Basic,2,9.5,7.5,8.845,3.5,0.364,1,0.5,0,1,9.99
C000187,34,Germany,Social Media,61.95,Basic,2,11.0,12.5,11.08,5.5,0.339,0,1.0,1,1,19.98
C000188,24,UK,Paid Search,119.96,Premium,13,7.333333333333333,9.333333333333334,12.346666666666666,2.3333333333333335,0.41,0,1.0,2,0,519.87
C000189,62,Canada,Email,34.36,Basic,24,36.0,38.333333333333336,31.49666666666667,7.666666666666667,1.0,0,1.0,3,0,239.76
C000190,61,Australia,Affiliate,35.83,Basic,7,13.0,15.666666666666666,13.676666666666668,2.3333333333333335,0.41,0,1.0,1,0,69.93
C000191,36,UK,Email,49.81,Standard,36,21.666666666666668,34.666666666666664,20.156666666666666,4.333333333333333,0.943,2,0.9444444444444444,2,0,679.66
C000192,34,Australia,Social Media,40.95,Basic,1,3.0,12.0,8.46,3.0,0.204,0,1.0,0,1,9.99
C000193,58,Australia,Affiliate,53.53,Standard,5,7.0,19.0,11.32,4.0,0.477,0,1.0,0,1,99.95
C000194,41,Australia,Social Media,69.43,Basic,3,10.0,13.666666666666666,7.426666666666667,4.333333333333333,0.403,0,1.0,0,1,29.97
C000195,44,UK,Organic,28.19,Basic,12,10.333333333333334,21.333333333333332,15.493333333333334,3.3333333333333335,0.372,0,1.0,1,1,119.88
C000196,41,France,Paid Search,105.06,Premium,3,9.0,17.0,10.443333333333333,2.3333333333333335,0.369,0,1.0,0,1,119.97
C000197,48,Canada,Social Media,71.52,Basic,4,7.333333333333333,11.333333333333334,5.276666666666667,2.6666666666666665,0.265,1,0.75,0,1,29.97
C000198,32,Australia,Organic,19.37,Basic,9,16.666666666666668,24.0,16.34,3.6666666666666665,0.454,0,1.0,0,0,89.91
C000199,41,US,Referral,58.69,Standard,33,17.666666666666668,34.333333333333336,22.223333333333333,3.6666666666666665,0.853,0,1.0,4,0,659.67
C000200,41,Australia,Organic,15.29,Basic,12,24.333333333333332,29.666666666666668,21.236666666666665,5.333333333333333,0.614,0,1.0,1,0,129.88
C000201,41,US,Social Media,59.23,Standard,12,18.0,47.0,25.939999999999998,8.0,0.886,2,0.8333333333333334,1,1,199.9
C000202,53,Canada,Paid Search,83.0,Standard,10,24.333333333333332,25.0,25.786666666666665,3.3333333333333335,0.711,1,0.9,1,1,179.91
C000203,47,Australia,Paid Search,95.34,Standard,3,19.333333333333332,24.0,8.796666666666667,4.333333333333333,0.543,0,1.0,0,1,59.97
C000204,20,Canada,Affiliate,36.33,Basic,2,10.0,18.0,7.77,2.0,0.356,0,1.0,0,1,19.98
C000205,26,Germany,Organic,11.94,Premium,1,9.0,10.0,16.18,1.0,0.374,0,1.0,1,1,39.99
C000206,52,Germany,Social Media,63.52,Standard,24,30.333333333333332,45.0,31.78333333333333,10.333333333333334,1.0,0,1.0,5,0,479.76
C000207,59,US,Affiliate,49.06,Premium,4,6.333333333333333,15.333333333333334,9.32,2.6666666666666665,0.35,0,1.0,1,0,159.96
C000208,20,Australia,Email,36.32,Premium,1,5.0,7.0,2.75,2.0,0.163,0,1.0,0,1,39.99
C000209,41,US,Paid Search,81.04,Premium,22,27.333333333333332,24.666666666666668,28.19333333333333,9.666666666666666,0.769,1,0.9545454545454546,1,1,839.79
