event_id,customer_id,event_date,event_type,plan,amount,payment_success,month_number
62,C000008,2022-06-14,payment,Basic,9.99,True,5
63,C000008,2022-07-14,payment,Basic,9.99,True,6
64,C000008,2022-08-13,payment,Basic,9.99,True,7
65,C000008,2022-09-12,payment,Basic,9.99,True,8
66,C000008,2022-10-12,payment,Basic,9.99,True,9
67,C000008,2022-11-11,payment,Basic,9.99,True,10
68,C000008,2022-12-11,payment,Basic,9.99,True,11
69,C000008,2023-01-10,payment,Basic,9.99,True,12
70,C000008,2023-02-09,payment,Basic,9.99,True,13
71,C000008,2023-03-11,payment,Basic,9.99,True,14
72,C000008,2023-04-10,payment,Basic,9.99,True,15
73,C000008,2023-05-10,payment,Basic,9.99,True,16
74,C000008,2023-06-09,payment,Basic,9.99,True,17
75,C000008,2023-07-09,payment,Basic,9.99,True,18
76,C000008,2023-08-08,payment,Basic,9.99,True,19
77,C000008,2023-09-07,payment,Basic,9.99,True,20
78,C000008,2023-10-07,payment,Basic,9.99,True,21
79,C000008,2023-11-06,payment,Basic,9.99,True,22
80,C000008,2023-12-06,payment,Basic,9.99,True,23
81,C000009,2023-07-20,payment,Standard,19.99,True,1
82,C000010,2022-07-16,payment,Standard,19.99,True,1
83,C000010,2022-08-15,payment,Standard,19.99,True,2
84,C000010,2022-09-14,payment,Standard,19.99,True,3
85,C000010,2022-10-14,payment,Standard,19.99,True,4
86,C000010,2022-11-13,payment,Standard,19.99,True,5
87,C000010,2022-12-13,payment,Standard,19.99,True,6
88,C000010,2023-01-12,payment,Standard,19.99,False,7
89,C000010,2023-01-12,churn,Standard,0.0,False,7
90,C000011,2022-08-27,payment,Basic,9.99,True,1
91,C000011,2022-08-27,churn,Basic,0.0,False,1
92,C000012,2023-01-15,payment,Basic,9.99,True,1
93,C000012,2023-01-15,churn,Basic,0.0,False,1
94,C000013,2022-03-15,payment,Standard,19.99,True,1
95,C000013,2022-03-15,churn,Standard,0.0,False,1
96,C000014,2023-04-19,payment,Premium,39.99,True,1
97,C000014,2023-05-19,payment,Premium,39.99,True,2
98,C000014,2023-06-18,payment,Premium,39.99,True,3
99,C000014,2023-07-18,payment,Premium,39.99,True,4
100,C000014,2023-08-17,payment,Premium,39.99,True,5
101,C000014,2023-09-16,payment,Premium,39.99,True,6
102,C000014,2023-10-16,payment,Premium,39.99,True,7
103,C000014,2023-11-15,payment,Premium,39.99,True,8
104,C000014,2023-12-15,payment,Premium,39.99,True,9
105,C000014,2024-01-14,payment,Premium,39.99,True,10
106,C000014,2024-02-13,payment,Premium,39.99,True,11
107,C000014,2024-03-14,payment,Premium,39.99,True,12
108,C000014,2024-04-13,payment,Premium,39.99,True,13
109,C000014,2024-05-13,payment,Premium,39.99,True,14
110,C000014,2024-06-12,payment,Premium,39.99,True,15
111,C000014,2024-07-12,payment,Premium,39.99,True,16
112,C000014,2024-08-11,payment,Premium,39.99,True,17
113,C000014,2024-08-11,churn,Premium,0.0,False,17
114,C000015,2022-08-13,payment,Standard,19.99,True,1
115,C000015,2022-09-12,payment,Standard,19.99,True,2
116,C000015,2022-10-12,payment,Standard,19.99,True,3
117,C000015,2022-11-11,payment,Standard,19.99,True,4
118,C000015,2022-12-11,payment,Standard,19.99,True,5
119,C000015,2023-01-10,payment,Standard,19.99,True,6
120,C000015,2023-02-09,payment,Standard,19.99,True,7
121,C000015,2023-03-11,payment,Standard,19.99,True,8
122,C000015,2023-04-10,payment,Standard,19.99,True,9
123,C000015,2023-05-10,payment,Standard,19.99,True,10
124,C000015,2023-06-09,payment,Standard,19.99,True,11
125,C000015,2023-07-09,payment,Standard,19.99,True,12
126,C000015,2023-08-08,payment,Standard,19.99,True,13
127,C000015,2023-09-07,payment,Standard,19.99,True,14
128,C000015,2023-10-07,payment,Standard,19.99,True,15
129,C000015,2023-11-06,payment,Standard,19.99,True,16
130,C000015,2023-12-06,payment,Standard,19.99,True,17
131,C000015,2024-01-05,payment,Standard,19.99,True,18
132,C000015,2024-02-04,payment,Standard,19.99,True,19
133,C000015,2024-03-05,payment,Standard,19.99,True,20
134,C000015,2024-04-04,payment,Standard,19.99,True,21
135,C000015,2024-05-04,payment,Standard,19.99,True,22
136,C000015,2024-06-03,payment,Standard,19.99,True,23
137,C000015,2024-07-03,payment,Standard,19.99,True,24
138,C000015,2024-08-02,payment,Standard,19.99,True,25
139,C000015,2024-09-01,payment,Standard,19.99,True,26
140,C000015,2024-10-01,payment,Standard,19.99,True,27
141,C000015,2024-10-31,payment,Standard,19.99,True,28
142,C000015,2024-11-30,payment,Standard,19.99,True,29
143,C000015,2024-12-30,payment,Standard,19.99,True,30
144,C000015,2025-01-29,payment,Standard,19.99,True,31
145,C000015,2025-02-28,payment,Standard,19.99,True,32
146,C000015,2025-03-30,payment,Standard,19.99,True,33
147,C000015,2025-04-29,payment,Standard,19.99,True,34
148,C000016,2022-02-02,payment,Basic,9.99,True,1
149,C000016,2022-03-04,payment,Basic,9.99,True,2
150,C000016,2022-04-03,payment,Basic,9.99,True,3
151,C000016,2022-05-03,payment,Basic,9.99,True,4
152,C000016,2022-06-02,payment,Basic,9.99,True,5
153,C000016,2022-07-02,payment,Basic,9.99,True,6
154,C000016,2022-08-01,payment,Basic,9.99,True,7
155,C000016,2022-08-31,payment,Basic,9.99,True,8
156,C000016,2022-09-30,payment,Basic,9.99,True,9
157,C000016,2022-10-30,payment,Basic,9.99,True,10
158,C000016,2022-10-30,churn,Basic,0.0,False,10
159,C000017,2022-11-19,payment,Basic,9.99,True,1
160,C000017,2022-12-19,payment,Basic,9.99,True,2
161,C000017,2023-01-18,payment,Basic,9.99,True,3
162,C000017,2023-02-17,payment,Basic,9.99,True,4
163,C000017,2023-03-19,payment,Basic,9.99,True,5
164,C000017,2023-04-18,payment,Basic,9.99,True,6
165,C000017,2023-05-18,payment,Basic,9.99,True,7
166,C000017,2023-06-17,payment,Basic,9.99,True,8
167,C000017,2023-07-17,payment,Basic,9.99,True,9
168,C000017,2023-08-16,payment,Basic,9.99,True,10
169,C000017,2023-09-15,payment,Basic,9.99,True,11
170,C000017,2023-10-15,payment,Basic,9.99,True,12
171,C000017,2023-11-14,payment,Basic,9.99,True,13
172,C000017,2023-12-14,payment,Basic,9.99,True,14
173,C000017,2024-01-13,payment,Standard,19.99,True,15
174,C000017,2024-02-12,payment,Standard,19.99,True,16
175,C000017,2024-03-13,payment,Standard,19.99,True,17
176,C000017,2024-04-12,payment,Standard,19.99,True,18
177,C000017,2024-05-12,payment,Standard,19.99,True,19
178,C000017,2024-06-11,payment,Standard,19.99,True,20
179,C000017,2024-07-11,payment,Standard,19.99,True,21
180,C000017,2024-08-10,payment,Standard,19.99,True,22
181,C000017,2024-09-09,payment,Standard,19.99,True,23
182,C000017,2024-10-09,payment,Standard,19.99,True,24
183,C000017,2024-11-08,payment,Standard,19.99,True,25
184,C000017,2024-12-08,payment,Standard,19.99,True,26
185,C000017,2024-12-08,churn,Standard,0.0,False,26
186,C000018,2022-05-27,payment,Standard,19.99,True,1
187,C000018,2022-06-26,payment,Standard,19.99,True,2
188,C000018,2022-07-26,payment,Standard,19.99,True,3
189,C000018,2022-08-25,payment,Standard,19.99,True,4
190,C000018,2022-09-24,payment,Standard,19.99,True,5
191,C000018,2022-10-24,payment,Standard,19.99,True,6
192,C000018,2022-10-24,churn,Standard,0.0,False,6
193,C000019,2023-08-22,payment,Basic,9.99,True,1
194,C000019,2023-09-21,payment,Basic,9.99,True,2
195,C000019,2023-10-21,payment,Basic,9.99,True,3
196,C000019,2023-11-20,payment,Basic,9.99,True,4
197,C000019,2023-12-20,payment,Basic,9.99,True,5
198,C000019,2024-01-19,payment,Basic,9.99,True,6
199,C000019,2024-02-18,payment,Basic,9.99,True,7
200,C000019,2024-03-19,payment,Basic,9.99,True,8
201,C000019,2024-04-18,payment,Basic,9.99,True,9
202,C000019,2024-04-18,churn,Basic,0.0,False,9
203,C000020,2023-06-06,payment,Basic,9.99,True,1
204,C000020,2023-07-06,payment,Basic,9.99,True,2
205,C000020,2023-08-05,payment,Basic,9.99,True,3
206,C000020,2023-09-04,payment,Basic,9.99,True,4
207,C000020,2023-10-04,payment,Basic,9.99,True,5
208,C000020,2023-11-03,payment,Basic,9.99,True,6
209,C000020,2023-12-03,payment,Basic,9.99,True,7
210,C000020,2024-01-02,payment,Basic,9.99,True,8
211,C000020,2024-02-01,payment,Basic,9.99,True,9
212,C000020,2024-03-02,payment,Basic,9.99,True,10
213,C000020,2024-04-01,payment,Basic,9.99,True,11
214,C000020,2024-05-01,payment,Basic,9.99,True,12
215,C000020,2024-05-01,churn,Basic,0.0,False,12
216,C000021,2023-10-05,payment,Basic,9.99,True,1
217,C000021,2023-10-05,churn,Basic,0.0,False,1
218,C000022,2023-01-26,payment,Standard,19.99,True,1
219,C000022,2023-01-26,churn,Standard,0.0,False,1
220,C000023,2023-11-28,payment,Premium,39.99,True,1
221,C000023,2023-11-28,churn,Premium,0.0,False,1
222,C000024,2022-12-15,payment,Basic,9.99,True,1
223,C000024,2023-01-14,payment,Basic,9.99,True,2
224,C000024,2023-02-13,payment,Basic,9.99,True,3
225,C000024,2023-03-15,payment,Basic,9.99,True,4
226,C000024,2023-04-14,payment,Basic,9.99,True,5
227,C000024,2023-05-14,payment,Basic,9.99,True,6
228,C000024,2023-06-13,payment,Basic,9.99,True,7
229,C000024,2023-06-13,churn,Basic,0.0,False,7
230,C000025,2022-09-27,payment,Standard,19.99,True,1
231,C000025,2022-09-27,churn,Standard,0.0,False,1
232,C000026,2022-11-02,payment,Basic,9.99,True,1
233,C000026,2022-12-02,payment,Basic,9.99,True,2
234,C000026,2023-01-01,payment,Basic,9.99,True,3
235,C000026,2023-01-31,payment,Basic,9.99,True,4
236,C000026,2023-03-02,payment,Basic,9.99,True,5
237,C000026,2023-03-02,churn,Basic,0.0,False,5
238,C000027,2023-07-07,payment,Standard,19.99,True,1
239,C000027,2023-08-06,payment,Standard,19.99,True,2
240,C000027,2023-09-05,payment,Standard,19.99,True,3
241,C000027,2023-09-05,churn,Standard,0.0,False,3
242,C000028,2022-04-25,payment,Standard,19.99,True,1
243,C000028,2022-05-25,payment,Standard,19.99,True,2
244,C000028,2022-06-24,payment,Standard,19.99,True,3
245,C000028,2022-07-24,payment,Standard,19.99,True,4
246,C000028,2022-08-23,payment,Standard,19.99,True,5
247,C000028,2022-09-22,payment,Standard,19.99,True,6
248,C000028,2022-10-22,payment,Standard,19.99,True,7
249,C000028,2022-11-21,payment,Standard,19.99,False,8
250,C000028,2022-12-21,payment,Standard,19.99,True,9
251,C000028,2023-01-20,payment,Standard,19.99,True,10
252,C000028,2023-02-19,payment,Standard,19.99,True,11
253,C000028,2023-03-21,payment,Standard,19.99,True,12
254,C000028,2023-04-20,payment,Standard,19.99,True,13
255,C000028,2023-05-20,payment,Standard,19.99,True,14
256,C000028,2023-06-19,payment,Standard,19.99,True,15
257,C000028,2023-07-19,payment,Standard,19.99,False,16
258,C000028,2023-07-19,churn,Standard,0.0,False,16
259,C000029,2022-03-01,payment,Premium,39.99,True,1
260,C000029,2022-03-31,payment,Premium,39.99,True,2
261,C000029,2022-04-30,payment,Premium,39.99,True,3
262,C000029,2022-05-30,payment,Premium,39.99,True,4
263,C000029,2022-06-29,payment,Premium,39.99,True,5
264,C000029,2022-07-29,payment,Premium,39.99,False,6
265,C000029,2022-07-29,churn,Premium,0.0,False,6
266,C000030,2023-05-13,payment,Standard,19.99,True,1
267,C000030,2023-06-12,payment,Standard,19.99,True,2
268,C000030,2023-07-12,payment,Standard,19.99,True,3
269,C000030,2023-08-11,payment,Standard,19.99,True,4
270,C000030,2023-09-10,payment,Standard,19.99,True,5
271,C000030,2023-10-10,payment,Standard,19.99,True,6
272,C000030,2023-11-09,payment,Standard,19.99,True,7
273,C000030,2023-12-09,payment,Standard,19.99,True,8
274,C000030,2024-01-08,payment,Standard,19.99,True,9
275,C000030,2024-02-07,payment,Standard,19.99,True,10
276,C000030,2024-03-08,payment,Standard,19.99,True,11
277,C000030,2024-04-07,payment,Standard,19.99,False,12
278,C000030,2024-05-07,payment,Standard,19.99,True,13
279,C000030,2024-06-06,payment,Standard,19.99,False,14
280,C000030,2024-07-06,payment,Standard,19.99,True,15
281,C000030,2024-08-05,payment,Standard,19.99,True,16
282,C000030,2024-09-04,payment,Standard,19.99,True,17
283,C000030,2024-10-04,payment,Standard,19.99,True,18
284,C000030,2024-11-03,payment,Standard,19.99,True,19
285,C000030,2024-12-03,payment,Standard,19.99,True,20
286,C000030,2025-01-02,payment,Standard,19.99,True,21
287,C000030,2025-02-01,payment,Standard,19.99,True,22
288,C000030,2025-03-03,payment,Standard,19.99,True,23
289,C000030,2025-04-02,payment,Standard,19.99,True,24
290,C000030,2025-05-02,payment,Standard,19.99,True,25
291,C000030,2025-06-01,payment,Standard,19.99,True,26
292,C000030,2025-07-01,payment,Standard,19.99,True,27
293,C000030,2025-07-31,payment,Standard,19.99,True,28
294,C000031,2023-11-07,payment,Basic,9.99,True,1
295,C000031,2023-12-07,payment,Basic,9.99,True,2
296,C000031,2024-01-06,payment,Basic,9.99,True,3
297,C000031,2024-01-06,churn,Basic,0.0,False,3
298,C000032,2023-03-10,payment,Standard,19.99,True,1
299,C000032,2023-04-09,payment,Standard,19.99,True,2
300,C000032,2023-04-09,churn,Standard,0.0,False,2
301,C000033,2022-11-16,payment,Standard,19.99,True,1
302,C000033,2022-12-16,payment,Standard,19.99,True,2
303,C000033,2023-01-15,payment,Standard,19.99,True,3
304,C000033,2023-02-14,payment,Standard,19.99,True,4
305,C000033,2023-02-14,churn,Standard,0.0,False,4
306,C000034,2023-04-08,payment,Basic,9.99,True,1
307,C000034,2023-05-08,payment,Basic,9.99,False,2
308,C000034,2023-05-08,churn,Basic,0.0,False,2
309,C000035,2023-07-22,payment,Basic,9.99,True,1
310,C000035,2023-08-21,payment,Basic,9.99,True,2
311,C000035,2023-09-20,payment,Basic,9.99,True,3
312,C000035,2023-10-20,payment,Basic,9.99,True,4
313,C000035,2023-11-19,payment,Basic,9.99,True,5
314,C000035,2023-12-19,payment,Basic,9.99,True,6
315,C000035,2024-01-18,payment,Basic,9.99,True,7
316,C000035,2024-02-17,payment,Standard,19.99,True,8
317,C000035,2024-03-18,payment,Standard,19.99,True,9
318,C000035,2024-04-17,payment,Standard,19.99,True,10
319,C000035,2024-05-17,payment,Standard,19.99,True,11
320,C000035,2024-06-16,payment,Standard,19.99,True,12
321,C000035,2024-07-16,payment,Standard,19.99,True,13
322,C000035,2024-08-15,payment,Standard,19.99,True,14
323,C000035,2024-09-14,payment,Standard,19.99,True,15
324,C000035,2024-10-14,payment,Standard,19.99,True,16
325,C000035,2024-11-13,payment,Standard,19.99,True,17
326,C000035,2024-12-13,payment,Standard,19.99,True,18
327,C000036,2022-03-02,payment,Basic,9.99,True,1
328,C000036,2022-04-01,payment,Basic,9.99,True,2
329,C000036,2022-05-01,payment,Basic,9.99,True,3
330,C000036,2022-05-31,payment,Standard,19.99,True,4
331,C000036,2022-06-30,payment,Standard,19.99,True,5
332,C000036,2022-07-30,payment,Standard,19.99,True,6
333,C000036,2022-08-29,payment,Standard,19.99,True,7
334,C000036,2022-09-28,payment,Standard,19.99,True,8
335,C000036,2022-10-28,payment,Standard,19.99,True,9
336,C000036,2022-11-27,payment,Standard,19.99,True,10
337,C000036,2022-12-27,payment,Standard,19.99,True,11
338,C000036,2023-01-26,payment,Standard,19.99,True,12
339,C000036,2023-02-25,payment,Standard,19.99,True,13
340,C000036,2023-03-27,payment,Standard,19.99,True,14
341,C000036,2023-04-26,payment,Standard,19.99,True,15
342,C000036,2023-05-26,payment,Standard,19.99,True,16
343,C000036,2023-06-25,payment,Standard,19.99,True,17
344,C000036,2023-07-25,payment,Standard,19.99,True,18
345,C000036,2023-08-24,payment,Standard,19.99,True,19
346,C000036,2023-09-23,payment,Standard,19.99,True,20
347,C000036,2023-10-23,payment,Standard,19.99,True,21
348,C000036,2023-11-22,payment,Standard,19.99,True,22
349,C000036,2023-12-22,payment,Standard,19.99,True,23
350,C000036,2024-01-21,payment,Standard,19.99,True,24
351,C000036,2024-02-20,payment,Standard,19.99,True,25
352,C000036,2024-03-21,payment,Standard,19.99,True,26
353,C000036,2024-04-20,payment,Standard,19.99,True,27
354,C000036,2024-05-20,payment,Standard,19.99,True,28
355,C000036,2024-06-19,payment,Standard,19.99,True,29
356,C000037,2023-06-11,payment,Basic,9.99,True,1
357,C000037,2023-07-11,payment,Basic,9.99,True,2
358,C000037,2023-08-10,payment,Basic,9.99,True,3
359,C000037,2023-09-09,payment,Basic,9.99,True,4
360,C000037,2023-10-09,payment,Basic,9.99,True,5
361,C000037,2023-11-08,payment,Basic,9.99,True,6
362,C000038,2023-08-08,payment,Standard,19.99,True,1
363,C000038,2023-09-07,payment,Standard,19.99,True,2
364,C000038,2023-10-07,payment,Standard,19.99,True,3
365,C000038,2023-10-07,churn,Standard,0.0,False,3
366,C000039,2022-04-07,payment,Basic,9.99,True,1
367,C000039,2022-05-07,payment,Basic,9.99,True,2
368,C000039,2022-06-06,payment,Basic,9.99,True,3
369,C000039,2022-07-06,payment,Basic,9.99,True,4
370,C000039,2022-08-05,payment,Basic,9.99,True,5
371,C000039,2022-09-04,payment,Basic,9.99,True,6
372,C000039,2022-10-04,payment,Basic,9.99,True,7
373,C000039,2022-11-03,payment,Basic,9.99,True,8
374,C000039,2022-12-03,payment,Basic,9.99,True,9
375,C000039,2023-01-02,payment,Basic,9.99,True,10
376,C000039,2023-02-01,payment,Basic,9.99,True,11
377,C000039,2023-03-03,payment,Basic,9.99,True,12
378,C000039,2023-04-02,payment,Basic,9.99,True,13
379,C000039,2023-05-02,payment,Basic,9.99,True,14
380,C000039,2023-06-01,payment,Basic,9.99,True,15
381,C000039,2023-07-01,payment,Basic,9.99,True,16
382,C000039,2023-07-31,payment,Basic,9.99,True,17
383,C000039,2023-08-30,payment,Basic,9.99,True,18
384,C000039,2023-08-30,churn,Basic,0.0,False,18
385,C000040,2022-02-25,payment,Standard,19.99,True,1
386,C000040,2022-03-27,payment,Standard,19.99,True,2
387,C000040,2022-04-26,payment,Standard,19.99,True,3
388,C000040,2022-05-26,payment,Standard,19.99,True,4
389,C000040,2022-06-25,payment,Standard,19.99,True,5
390,C000040,2022-07-25,payment,Standard,19.99,True,6
391,C000040,2022-08-24,payment,Standard,19.99,True,7
392,C000041,2022-12-14,payment,Basic,9.99,True,1
393,C000041,2023-01-13,payment,Standard,19.99,True,2
394,C000041,2023-02-12,payment,Standard,19.99,True,3
395,C000042,2023-03-09,payment,Basic,9.99,True,1
396,C000042,2023-04-08,payment,Standard,19.99,True,2
397,C000042,2023-04-08,churn,Standard,0.0,False,2
398,C000043,2023-07-18,payment,Premium,39.99,True,1
399,C000043,2023-08-17,payment,Premium,39.99,True,2
400,C000043,2023-09-16,payment,Premium,39.99,True,3
401,C000043,2023-10-16,payment,Premium,39.99,True,4
402,C000043,2023-11-15,payment,Premium,39.99,True,5
403,C000043,2023-12-15,payment,Premium,39.99,True,6
404,C000043,2024-01-14,payment,Premium,39.99,True,7
405,C000043,2024-02-13,payment,Premium,39.99,True,8
406,C000043,2024-03-14,payment,Premium,39.99,True,9
407,C000043,2024-04-13,payment,Premium,39.99,True,10
408,C000043,2024-05-13,payment,Premium,39.99,True,11
409,C000043,2024-06-12,payment,Premium,39.99,True,12
410,C000043,2024-07-12,payment,Premium,39.99,True,13
411,C000043,2024-08-11,payment,Premium,39.99,True,14
412,C000043,2024-09-10,payment,Premium,39.99,True,15
413,C000043,2024-10-10,payment,Premium,39.99,True,16
414,C000044,2022-08-31,payment,Basic,9.99,True,1
415,C000044,2022-09-30,payment,Basic,9.99,True,2
416,C000044,2022-10-30,payment,Basic,9.99,True,3
417,C000044,2022-11-29,payment,Basic,9.99,True,4
418,C000044,2022-12-29,payment,Basic,9.99,True,5
419,C000044,2023-01-28,payment,Basic,9.99,True,6
420,C000044,2023-02-27,payment,Basic,9.99,True,7
421,C000044,2023-03-29,payment,Basic,9.99,True,8
422,C000044,2023-04-28,payment,Basic,9.99,False,9
423,C000044,2023-05-28,payment,Basic,9.99,True,10
424,C000044,2023-06-27,payment,Basic,9.99,True,11
425,C000044,2023-07-27,payment,Basic,9.99,True,12
426,C000044,2023-07-27,churn,Basic,0.0,False,12
427,C000045,2022-06-18,payment,Basic,9.99,True,1
428,C000045,2022-07-18,payment,Basic,9.99,True,2
429,C000045,2022-08-17,payment,Basic,9.99,True,3
430,C000045,2022-09-16,payment,Basic,9.99,False,4
431,C000045,2022-09-16,churn,Basic,0.0,False,4
432,C000046,2023-03-10,payment,Premium,39.99,False,1
433,C000046,2023-04-09,payment,Premium,39.99,True,2
434,C000046,2023-04-09,churn,Premium,0.0,False,2
435,C000047,2023-05-14,payment,Basic,9.99,True,1
436,C000047,2023-06-13,payment,Basic,9.99,False,2
437,C000047,2023-07-13,payment,Basic,9.99,True,3
438,C000047,2023-08-12,payment,Basic,9.99,True,4
439,C000047,2023-09-11,payment,Basic,9.99,True,5
440,C000047,2023-10-11,payment,Basic,9.99,True,6
441,C000047,2023-11-10,payment,Basic,9.99,True,7
442,C000047,2023-12-10,payment,Basic,9.99,True,8
443,C000047,2024-01-09,payment,Basic,9.99,True,9
444,C000047,2024-02-08,payment,Basic,9.99,True,10
445,C000047,2024-03-09,payment,Basic,9.99,True,11
446,C000047,2024-04-08,payment,Basic,9.99,True,12
447,C000047,2024-05-08,payment,Basic,9.99,True,13
448,C000047,2024-05-08,churn,Basic,0.0,False,13
449,C000048,2023-07-10,payment,Basic,9.99,True,1
450,C000048,2023-07-10,churn,Basic,0.0,False,1
451,C000049,2023-05-30,payment,Premium,39.99,True,1
452,C000049,2023-06-29,payment,Premium,39.99,True,2
453,C000049,2023-07-29,payment,Premium,39.99,True,3
454,C000049,2023-08-28,payment,Premium,39.99,True,4
455,C000049,2023-09-27,payment,Premium,39.99,True,5
456,C000049,2023-10-27,payment,Premium,39.99,True,6
457,C000049,2023-11-26,payment,Premium,39.99,True,7
458,C000049,2023-12-26,payment,Premium,39.99,True,8
459,C000049,2024-01-25,payment,Premium,39.99,True,9
460,C000049,2024-02-24,payment,Premium,39.99,True,10
461,C000049,2024-03-25,payment,Premium,39.99,True,11
462,C000049,2024-04-24,payment,Premium,39.99,True,12
463,C000049,2024-05-24,payment,Premium,39.99,True,13
464,C000049,2024-06-23,payment,Premium,39.99,True,14
465,C000049,2024-07-23,payment,Premium,39.99,False,15
466,C000049,2024-08-22,payment,Premium,39.99,True,16
467,C000049,2024-09-21,payment,Premium,39.99,True,17
468,C000049,2024-10-21,payment,Premium,39.99,True,18
469,C000049,2024-11-20,payment,Premium,39.99,True,19
470,C000049,2024-12-20,payment,Premium,39.99,True,20
471,C000050,2022-03-12,payment,Premium,39.99,True,1
472,C000050,2022-04-11,payment,Premium,39.99,True,2
473,C000051,2023-08-07,payment,Basic,9.99,True,1
474,C000051,2023-09-06,payment,Basic,9.99,True,2
475,C000051,2023-10-06,payment,Basic,9.99,True,3
476,C000051,2023-11-05,payment,Basic,9.99,True,4
477,C000051,2023-12-05,payment,Basic,9.99,True,5
478,C000052,2023-11-05,payment,Basic,9.99,True,1
479,C000052,2023-12-05,payment,Basic,9.99,False,2
480,C000052,2023-12-05,churn,Basic,0.0,False,2
481,C000053,2023-11-17,payment,Basic,9.99,True,1
482,C000053,2023-12-17,payment,Basic,9.99,True,2
483,C000053,2024-01-16,payment,Basic,9.99,True,3
484,C000053,2024-02-15,payment,Basic,9.99,True,4
485,C000053,2024-03-16,payment,Basic,9.99,True,5
486,C000053,2024-03-16,churn,Basic,0.0,False,5
487,C000054,2023-10-23,payment,Premium,39.99,True,1
488,C000054,2023-11-22,payment,Premium,39.99,True,2
489,C000054,2023-12-22,payment,Premium,39.99,True,3
490,C000055,2023-04-15,payment,Premium,39.99,True,1
491,C000055,2023-05-15,payment,Premium,39.99,True,2
492,C000055,2023-06-14,payment,Premium,39.99,True,3
493,C000055,2023-07-14,payment,Premium,39.99,True,4
494,C000055,2023-08-13,payment,Premium,39.99,True,5
495,C000055,2023-09-12,payment,Premium,39.99,True,6
496,C000055,2023-10-12,payment,Premium,39.99,True,7
497,C000055,2023-11-11,payment,Premium,39.99,True,8
